# From MPO263352
78799 2002 XW93,e,14.3516,46.8164,248.1447,37.65008,0.0042663,0.24431009,136.9484,05/23.0/2014,2000,H 5.5,0.15
# From MPO284680
79360 Sila-Nunam,e,2.2372,304.3212,214.7392,44.13267,0.0033617,0.01591195,337.4859,05/23.0/2014,2000,H 5.2,0.15
# From MPO273003
79969 1999 CP133,e,3.1711,334.1654,158.4601,35.02708,0.0047544,0.08670101,47.2847,05/23.0/2014,2000,H 7.5,0.15
# From MPO186583
79978 1999 CC158,e,18.7056,337.0204,102.3580,54.32215,0.0024617,0.27949739,40.6124,05/23.0/2014,2000,H 5.8,0.15
# From MPO 58491
79983 1999 DF9,e,9.7984,334.8138,177.1756,46.65673,0.0030927,0.14765472,16.8791,05/23.0/2014,2000,H 6.1,0.15
# From MPO157283
80806 2000 CM105,e,3.7562,45.6550,9.9617,42.39996,0.0035699,0.06690148,90.3298,05/23.0/2014,2000,H 6.7,0.15
# From MPO235126
82075 2000 YW134,e,19.7679,126.9411,316.9362,58.34928,0.0022113,0.29406436,28.2571,05/23.0/2014,2000,H 4.8,0.15
# From MPO176661
82155 2001 FZ173,e,12.7087,2.3763,199.1010,85.79569,0.0012402,0.62242235,1.6129,05/23.0/2014,2000,H 6.1,0.15
# From MPO157284
82157 2001 FM185,e,5.3612,150.7187,110.6995,38.71869,0.0040909,0.05808812,286.1396,05/23.0/2014,2000,H 6.9,0.15
# From MPO157284
82158 2001 FP185,e,30.7783,179.3286,6.7697,220.6552,0.0003007,0.84485383,1.1501,05/23.0/2014,2000,H 6.0,0.15
# From MPO186588
83982 Crantor,e,12.7913,117.4032,92.4369,19.35898,0.0115712,0.27605995,50.9307,05/23.0/2014,2000,H 8.8,0.15
# From MPO276047
84522 2002 TC302,e,35.0528,23.8670,86.5445,55.55494,0.0023802,0.29725243,321.2769,05/23.0/2014,2000,H 3.8,0.15
# From MPO229501
84719 2002 VR128,e,14.0198,23.1036,288.7925,39.48686,0.0039721,0.26233258,70.2060,05/23.0/2014,2000,H 5.7,0.15
# From MPO287325
84922 2003 VS2,e,14.7688,302.8272,114.4972,39.60269,0.0039547,0.07949792,12.8545,05/23.0/2014,2000,H 4.2,0.15
# From MPO157285
85627 1998 HP151,e,1.5135,55.9467,251.6797,43.90028,0.0033885,0.08492835,311.4505,05/23.0/2014,2000,H 7.4,0.15
# From MPO157285
85633 1998 KR65,e,1.1896,101.9305,336.7680,43.35724,0.0034523,0.03356882,247.4833,05/23.0/2014,2000,H 6.7,0.15
# From MPO157285
